# Decadal averaged CFA data for NEEM
# 
# Columns:
# Age_BP : Age of the middle of the sampling interval in years BP (before 1950) on the GICC05 age scale for NEEM (see reference)
# Na : Concentration of Na+ ions in (ng/g)
# Ca : Concentration of Ca++ ions in (ng/g)
#
Age_BP,Na,Ca
45005.00000,19.91913,50.14525
45015.00000,27.48382,44.88183
45025.00000,31.61099,80.06910
45035.00000,31.97407,58.71977
45045.00000,37.92287,64.42087
45055.00000,44.61379,70.63188
45065.00000,35.63490,72.94281
45075.00000,38.87219,73.56033
45085.00000,22.68589,62.52767
45095.00000,36.94670,71.10051
45105.00000,36.30608,64.30875
45115.00000,38.05680,68.92550
45125.00000,24.87144,56.57750
45135.00000,30.28163,56.21276
45145.00000,34.82761,71.99683
45155.00000,48.10782,71.83416
45165.00000,30.43972,62.89380
45175.00000,39.22313,65.69047
45185.00000,41.75660,76.26339
45195.00000,18.11384,51.10813
45205.00000,33.84366,70.63614
45215.00000,23.79240,65.02796
45225.00000,38.47939,66.76903
45235.00000,47.18907,82.01026
45245.00000,30.96678,71.11129
45255.00000,38.86871,78.05760
45265.00000,30.47693,59.27630
45275.00000,31.20209,54.21435
45285.00000,36.10159,71.62903
45295.00000,44.73202,70.88352
45305.00000,46.05947,78.73733
45315.00000,19.19517,93.06205
45325.00000,28.06979,46.83490
45335.00000,26.42885,47.73284
45345.00000,31.90904,54.54450
45355.00000,36.29783,50.26336
45365.00000,32.02045,52.83760
45375.00000,35.87733,61.66290
45385.00000,37.13971,62.54907
45395.00000,20.93928,39.90209
45405.00000,38.55882,47.82645
45415.00000,42.85832,49.09160
45425.00000,30.64274,47.18461
45435.00000,23.71292,45.21128
45445.00000,23.44280,44.36064
45455.00000,31.58372,43.04931
45465.00000,23.04254,49.02399
45475.00000,29.54746,53.57988
45485.00000,23.46539,45.12976
45495.00000,21.40556,43.22861
45505.00000,30.87887,122.16903
45515.00000,24.49894,29.77795
45525.00000,36.42409,52.72505
45535.00000,32.86249,39.64802
45545.00000,30.57085,48.48008
45555.00000,24.15063,42.87414
45565.00000,27.69729,42.49649
45575.00000,20.63036,39.49650
45585.00000,27.74917,43.49958
45595.00000,22.95255,40.67053
45605.00000,29.26971,44.41965
45615.00000,21.62203,42.36211
45625.00000,32.54936,40.86693
45635.00000,29.68080,44.79520
45645.00000,30.44492,49.84554
45655.00000,20.66681,39.69204
45665.00000,25.29594,41.27109
45675.00000,23.65101,38.39298
45685.00000,24.52589,43.91605
45695.00000,36.22970,41.23279
45705.00000,26.40951,42.97261
45715.00000,24.67432,34.45221
45725.00000,38.53783,57.02154
45735.00000,20.74859,35.27974
45745.00000,30.09802,47.02638
45755.00000,26.60974,50.18452
45765.00000,35.63863,47.07945
45775.00000,31.79677,53.95758
45785.00000,27.74533,50.47397
45795.00000,29.57893,42.20721
45805.00000,27.81551,41.85816
45815.00000,24.78212,44.50607
45825.00000,25.89396,37.29215
45835.00000,35.24436,42.67255
45845.00000,32.00362,46.85556
45855.00000,37.62931,50.54592
45865.00000,25.35906,40.69740
45875.00000,27.84919,37.55549
45885.00000,25.66486,41.20483
45895.00000,28.53744,41.87135
45905.00000,25.84139,48.59626
45915.00000,26.95982,38.83457
45925.00000,31.20200,44.54018
45935.00000,27.25530,41.34114
45945.00000,29.27299,45.96626
45955.00000,29.41477,61.17806
45965.00000,32.41310,34.27345
45975.00000,22.77226,37.27762
45985.00000,27.72137,51.72799
45995.00000,31.54068,36.74441
46005.00000,22.16184,35.18625
46015.00000,25.28485,36.49345
46025.00000,19.39961,38.05758
46035.00000,23.56119,36.24599
46045.00000,26.60657,38.10139
46055.00000,29.14505,37.61951
46065.00000,33.65827,62.44351
46075.00000,20.71521,39.58679
46085.00000,22.88348,51.78092
46095.00000,33.70674,53.19132
46105.00000,20.32113,40.72158
46115.00000,23.95764,44.11681
46125.00000,29.38512,51.17774
46135.00000,28.45663,58.63673
46145.00000,25.13783,49.26948
46155.00000,20.00917,46.23457
46165.00000,27.13999,43.42803
46175.00000,21.92053,34.53394
46185.00000,36.83346,40.95936
46195.00000,23.67068,39.94068
46205.00000,24.32447,34.65457
46215.00000,22.09157,40.46281
46225.00000,21.87447,42.57743
46235.00000,30.25133,40.21401
46245.00000,23.62804,43.66272
46255.00000,30.18394,52.71524
46265.00000,18.10234,32.31304
46275.00000,32.51259,38.64644
46285.00000,22.39272,37.03814
46295.00000,18.64346,44.51870
46305.00000,29.19482,55.91086
46315.00000,21.85566,42.25948
46325.00000,29.82607,40.65209
46335.00000,22.92689,41.73721
46345.00000,29.02544,53.51231
46355.00000,24.17186,36.43676
46365.00000,28.08934,47.13834
46375.00000,19.08186,40.13185
46385.00000,25.26350,46.86895
46395.00000,29.27071,52.89078
46405.00000,21.22675,48.59203
46415.00000,27.57420,52.34872
46425.00000,20.05657,42.76575
46435.00000,23.55389,30.09210
46445.00000,22.67382,39.30623
46455.00000,25.89703,34.93802
46465.00000,29.61153,49.44673
46475.00000,25.93392,40.03805
46485.00000,29.85513,49.65701
46495.00000,25.29855,45.02285
46505.00000,32.19019,53.75624
46515.00000,39.19409,64.67690
46525.00000,28.58593,52.32948
46535.00000,25.11254,48.00590
46545.00000,27.42401,48.18970
46555.00000,26.68416,56.16427
46565.00000,27.61574,44.84856
46575.00000,28.32010,48.79170
46585.00000,39.57539,55.71901
46595.00000,26.15624,54.84693
46605.00000,25.10122,46.90312
46615.00000,30.18497,55.73778
46625.00000,21.51241,48.00550
46635.00000,31.22878,69.07360
46645.00000,28.42499,55.19549
46655.00000,23.70356,45.60800
46665.00000,26.47288,41.66601
46675.00000,25.39189,42.77772
46685.00000,33.03108,49.04247
46695.00000,22.41232,48.86778
46705.00000,34.80657,59.21104
46715.00000,29.41361,54.29949
46725.00000,23.79836,62.31301
46735.00000,21.15951,47.69539
46745.00000,27.55010,44.71242
46755.00000,32.70400,43.84094
46765.00000,30.69096,48.56282
46775.00000,24.82735,42.31640
46785.00000,29.52315,40.87700
46795.00000,45.29635,66.41367
46805.00000,53.53668,92.82160
46815.00000,68.89388,120.64852
46825.00000,74.29632,201.26194
46835.00000,66.53376,165.77895
46845.00000,100.63152,235.26429
46855.00000,79.36049,215.97335
46865.00000,92.52558,288.42108
46875.00000,66.99058,217.53061
46885.00000,69.34670,215.64608
46895.00000,121.97732,285.26661
46905.00000,97.59075,316.02638
46915.00000,63.40923,249.05951
46925.00000,86.19993,360.44901
46935.00000,91.05693,371.60875
46945.00000,83.87736,379.53597
46955.00000,66.59555,250.82159
46965.00000,,195.33200
46975.00000,96.79209,290.50126
46985.00000,67.28320,308.39104
46995.00000,84.43558,231.32296
47005.00000,101.47242,336.58636
47015.00000,66.81047,237.65574
47025.00000,68.52623,281.53195
47035.00000,60.29880,200.24884
47045.00000,59.61955,215.40398
47055.00000,118.61872,464.16969
47065.00000,103.97679,344.68519
47075.00000,83.84997,344.50807
47085.00000,97.72243,365.12772
47095.00000,76.34700,336.99097
47105.00000,102.43495,329.51347
47115.00000,81.06851,271.02785
47125.00000,107.53396,292.81183
47135.00000,83.29171,307.82440
47145.00000,72.54976,265.88587
47155.00000,64.59820,268.10291
47165.00000,93.23127,334.03103
47175.00000,74.84054,254.43424
47185.00000,75.75572,366.43946
47195.00000,113.63471,308.50151
47205.00000,76.58976,300.11200
47215.00000,94.40993,264.07165
47225.00000,100.00261,317.76442
47235.00000,66.12125,217.33036
47245.00000,62.11043,203.27583
47255.00000,102.24614,288.84995
47265.00000,117.55105,245.54479
47275.00000,80.03725,287.24449
47285.00000,112.80976,302.54017
47295.00000,95.52092,291.52411
47305.00000,99.93366,272.66550
47315.00000,56.48498,230.53043
47325.00000,67.32569,193.55152
47335.00000,146.42775,468.13551
47345.00000,78.90210,338.55406
47355.00000,76.39517,320.19096
47365.00000,84.48189,338.00265
47375.00000,88.96183,295.51523
47385.00000,93.17951,355.58766
47395.00000,51.83884,239.48967
47405.00000,67.92010,279.40061
47415.00000,92.56480,289.89260
47425.00000,102.51314,451.75240
47435.00000,69.29979,258.92443
47445.00000,65.47029,367.26608
47455.00000,64.83490,250.48626
47465.00000,85.30580,318.92323
47475.00000,63.80465,256.40758
47485.00000,74.87319,330.80951
47495.00000,56.22209,269.02953
47505.00000,94.75068,421.73294
47515.00000,54.47522,281.67841
47525.00000,53.10442,266.48031
47535.00000,40.42973,226.39517
47545.00000,79.17903,314.50356
47555.00000,102.88803,343.07206
47565.00000,87.20526,278.81052
47575.00000,99.11974,272.64718
47585.00000,78.50970,332.25772
47595.00000,81.45908,274.51342
47605.00000,148.46514,324.72413
47615.00000,86.45258,290.94303
47625.00000,68.89630,298.25981
47635.00000,75.08183,265.97051
47645.00000,72.79182,360.64623
47655.00000,103.03997,283.77128
47665.00000,92.95613,299.36652
47675.00000,104.20801,312.97823
47685.00000,88.73089,250.80126
47695.00000,83.17234,261.82607
47705.00000,103.45639,315.22977
47715.00000,99.47273,277.78754
47725.00000,144.66228,623.16552
47735.00000,150.45479,421.34757
47745.00000,100.25203,324.31055
47755.00000,68.79165,299.29557
47765.00000,87.96118,345.02125
47775.00000,88.91223,377.38480
47785.00000,68.63686,285.89363
47795.00000,118.68988,395.99106
47805.00000,136.88285,580.33850
47815.00000,63.86982,284.57192
47825.00000,115.02284,395.03485
47835.00000,68.87814,282.52630
47845.00000,91.34478,355.75649
47855.00000,50.71097,268.18216
47865.00000,95.34438,354.97208
47875.00000,83.37998,365.07903
47885.00000,64.39588,343.40392
47895.00000,253.18938,735.44058
47905.00000,127.74738,450.37485
47915.00000,70.10782,340.63032
47925.00000,70.98804,292.01798
47935.00000,85.45459,329.14252
47945.00000,104.23476,457.33318
47955.00000,64.33492,425.53771
47965.00000,70.12482,389.70430
47975.00000,122.07242,559.97599
47985.00000,95.16959,385.08344
47995.00000,79.31482,412.80292
48005.00000,104.72375,507.78436
48015.00000,60.84843,326.24923
48025.00000,84.75448,447.69559
48035.00000,78.24757,498.97600
48045.00000,77.67683,427.35957
48055.00000,77.64134,416.14138
48065.00000,100.31172,597.78832
48075.00000,120.75150,380.86884
48085.00000,88.99003,433.01074
48095.00000,75.08917,445.83018
48105.00000,107.19287,653.33941
48115.00000,104.28487,643.03534
48125.00000,68.72403,446.96393
48135.00000,84.43886,535.67327
48145.00000,92.60634,630.55252
48155.00000,82.36336,450.33441
48165.00000,79.70375,448.88726
48175.00000,79.35250,358.41904
48185.00000,69.77758,395.99483
48195.00000,112.71702,358.52403
48205.00000,84.60836,357.75633
48215.00000,92.79863,486.79381
48225.00000,68.44458,254.49418
48235.00000,78.11057,353.15133
48245.00000,,
48255.00000,,
48265.00000,,
48275.00000,,
48285.00000,,
48295.00000,,
48305.00000,62.13607,222.37939
48315.00000,98.64258,227.05058
48325.00000,85.30991,233.83518
48335.00000,69.39171,179.74830
48345.00000,62.59909,218.97843
48355.00000,62.68917,205.10317
48365.00000,79.87528,223.55890
48375.00000,71.37539,231.82413
48385.00000,75.26006,194.69535
48395.00000,60.01585,192.12261
48405.00000,48.98252,153.56756
48415.00000,84.22614,165.67952
48425.00000,66.76046,173.30698
48435.00000,65.08330,146.25944
48445.00000,62.86991,193.69113
48455.00000,75.55483,157.11843
48465.00000,41.87614,125.64231
48475.00000,43.66370,113.71626
48485.00000,49.86176,129.78768
48495.00000,47.51632,128.93429
48505.00000,58.84607,109.20798
48515.00000,36.91917,82.83349
48525.00000,44.77821,86.90968
48535.00000,34.74381,115.83978
48545.00000,39.58482,100.03131
48555.00000,53.22599,116.54897
48565.00000,52.25188,118.93657
48575.00000,47.70232,99.36063
48585.00000,60.22068,94.86788
48595.00000,52.61207,109.67887
48605.00000,52.28947,107.64269
48615.00000,65.78178,115.64311
48625.00000,60.96953,101.69471
48635.00000,67.31217,126.60386
48645.00000,35.38532,92.35081
48655.00000,44.84260,122.10712
48665.00000,70.36072,117.67530
48675.00000,47.64038,106.12074
48685.00000,42.98667,128.29808
48695.00000,46.25453,137.97474
48705.00000,30.69678,107.18417
48715.00000,40.32832,110.87029
48725.00000,32.55935,89.94210
48735.00000,27.54155,74.07849
48745.00000,25.57186,88.75372
48755.00000,40.80802,79.65974
48765.00000,41.77911,98.32601
48775.00000,40.28876,74.49414
48785.00000,34.47303,66.51609
48795.00000,40.23971,73.11358
48805.00000,27.75146,59.99711
48815.00000,35.15029,64.03732
48825.00000,46.70323,82.86842
48835.00000,44.70343,85.02046
48845.00000,31.44488,76.10014
48855.00000,27.83911,55.43986
48865.00000,31.16127,59.96648
48875.00000,29.23449,61.01360
48885.00000,35.87340,57.57769
48895.00000,40.28560,53.82631
48905.00000,42.37574,63.32244
48915.00000,35.11448,49.31747
48925.00000,34.77142,51.29154
48935.00000,34.94048,66.43119
48945.00000,28.51644,56.51892
48955.00000,28.68882,49.86932
48965.00000,33.39754,53.33744
48975.00000,35.11931,61.04860
48985.00000,31.09057,77.61004
48995.00000,46.74613,76.47262
49005.00000,42.88979,88.41077
49015.00000,40.06737,110.33426
49025.00000,49.62144,92.79334
49035.00000,50.97621,91.61562
49045.00000,41.46857,87.44602
49055.00000,43.34590,96.08561
49065.00000,26.33437,71.98068
49075.00000,32.83926,72.18321
49085.00000,39.68021,85.08212
49095.00000,23.32113,66.74780
49105.00000,34.07920,65.32595
49115.00000,34.99928,56.49401
49125.00000,24.56896,51.47105
49135.00000,29.12391,46.96770
49145.00000,34.68369,56.45369
49155.00000,37.09618,71.84029
49165.00000,47.60673,81.69563
49175.00000,35.31538,60.55387
49185.00000,33.34252,51.68297
49195.00000,27.74248,47.14607
49205.00000,29.90970,53.61853
49215.00000,25.22273,53.36142
49225.00000,36.31195,55.43967
49235.00000,64.22424,94.24051
49245.00000,57.33613,111.75616
49255.00000,87.33103,167.56349
49265.00000,94.49314,239.26521
49275.00000,71.78395,252.69579
49285.00000,74.70497,216.75828
49295.00000,77.52430,217.22534
49305.00000,78.06801,200.18135
49315.00000,94.26658,210.44662
49325.00000,88.88420,202.27612
49335.00000,108.56678,249.22862
49345.00000,67.30650,234.69098
49355.00000,48.77254,200.57447
49365.00000,67.46518,230.73040
49375.00000,85.96096,236.82471
49385.00000,73.29545,254.30243
49395.00000,66.41645,245.59880
49405.00000,79.05512,223.51315
49415.00000,51.90604,192.61999
49425.00000,82.85935,294.18579
49435.00000,62.81132,237.46935
49445.00000,95.46464,296.38571
49455.00000,45.89507,192.15165
49465.00000,74.81930,227.85463
49475.00000,43.31904,180.44093
49485.00000,38.83973,110.47567
49495.00000,67.20549,100.60485
49505.00000,86.09041,156.10440
49515.00000,41.36597,125.54685
49525.00000,46.86692,113.32034
49535.00000,39.39201,94.13702
49545.00000,57.62069,118.20190
49555.00000,32.48017,99.39751
49565.00000,48.04247,107.51895
49575.00000,59.84718,117.51606
49585.00000,35.45949,96.18888
49595.00000,51.83135,113.52701
49605.00000,46.05163,94.61447
49615.00000,35.66529,99.33668
49625.00000,62.17210,72.30312
49635.00000,42.28793,76.88948
49645.00000,33.57777,63.00922
49655.00000,50.54330,74.39615
49665.00000,45.73117,66.79456
49675.00000,31.72286,56.56475
49685.00000,54.27679,86.46330
49695.00000,30.28787,62.55000
49705.00000,34.79289,77.39228
49715.00000,42.30402,81.32404
49725.00000,37.17364,71.83142
49735.00000,39.66023,69.25132
49745.00000,45.99029,73.29303
49755.00000,49.81628,73.87313
49765.00000,30.64839,60.44932
49775.00000,40.94197,67.95982
49785.00000,59.04335,70.47413
49795.00000,72.58360,119.42921
49805.00000,50.33172,95.55459
49815.00000,38.43183,71.65549
49825.00000,48.21537,86.72889
49835.00000,37.92871,80.73206
49845.00000,30.91697,84.76352
49855.00000,50.83362,111.98233
49865.00000,33.05489,79.41730
49875.00000,53.85942,115.51434
49885.00000,62.17824,96.74447
49895.00000,67.71770,143.15506
49905.00000,32.11108,107.20485
49915.00000,36.34660,86.43919
49925.00000,66.63170,117.20626
49935.00000,51.65436,112.71539
49945.00000,54.79368,103.13678
49955.00000,42.86942,114.62547
49965.00000,82.05114,153.18402
49975.00000,38.47070,95.77965
49985.00000,31.41696,99.56648
49995.00000,35.77576,109.59084
50005.00000,35.35723,94.49366
50015.00000,33.05202,76.53231
50025.00000,52.96378,91.42835
50035.00000,63.07433,87.97439
50045.00000,37.19547,93.59827
50055.00000,38.85824,87.59864
50065.00000,43.86851,79.66310
50075.00000,38.17433,76.46581
50085.00000,43.21069,85.53041
50095.00000,37.08917,87.50093
50105.00000,40.24856,90.25730
50115.00000,38.50274,77.95803
50125.00000,25.44692,82.88594
50135.00000,34.99063,84.47923
50145.00000,46.68893,86.42128
50155.00000,35.95427,78.90942
50165.00000,37.06010,80.21471
50175.00000,38.79880,73.63219
50185.00000,39.68113,66.69507
50195.00000,46.66463,97.82737
50205.00000,45.19358,102.54372
50215.00000,38.50296,87.64706
50225.00000,38.48988,86.40939
50235.00000,42.83683,77.41891
50245.00000,29.07998,61.28707
50255.00000,33.42207,89.21980
50265.00000,25.83313,84.84755
50275.00000,42.50283,87.76024
50285.00000,39.24128,85.47791
50295.00000,49.96639,96.06664
50305.00000,57.20632,106.80202
50315.00000,42.16617,91.38024
50325.00000,29.03477,69.20110
50335.00000,62.78992,98.95349
50345.00000,42.67428,82.62723
50355.00000,57.12950,92.32038
50365.00000,45.52980,96.10543
50375.00000,35.16877,86.27685
50385.00000,39.97389,71.19394
50395.00000,53.22913,71.73090
50405.00000,46.06667,65.49692
50415.00000,64.58367,90.71850
50425.00000,37.83321,66.65245
50435.00000,48.73316,64.38336
50445.00000,39.36329,61.97513
50455.00000,40.88572,75.42312
50465.00000,43.61104,64.70713
50475.00000,47.91836,87.27665
50485.00000,51.33947,110.59298
50495.00000,48.80784,132.44194
50505.00000,31.18092,74.05877
50515.00000,55.62669,71.01018
50525.00000,46.40295,83.45335
50535.00000,44.17709,89.15456
50545.00000,44.20853,83.24634
50555.00000,33.80474,63.26054
50565.00000,38.07261,59.07028
50575.00000,46.31309,88.36260
50585.00000,43.01313,83.46698
50595.00000,38.88399,77.11933
50605.00000,24.52438,59.51236
50615.00000,48.40351,64.23488
50625.00000,52.52790,57.90740
50635.00000,41.33214,68.81238
50645.00000,31.72153,54.39320
50655.00000,37.70084,56.99152
50665.00000,35.92167,53.65700
50675.00000,41.60172,72.34533
50685.00000,30.58196,57.85836
50695.00000,52.19872,72.37587
50705.00000,48.04397,81.99794
50715.00000,61.54544,83.83427
50725.00000,49.10846,79.54883
50735.00000,50.57576,84.59431
50745.00000,46.82980,59.72828
50755.00000,39.53801,71.25141
50765.00000,41.18257,70.23161
50775.00000,32.63558,56.15864
50785.00000,39.47443,98.13144
50795.00000,40.52142,68.22222
50805.00000,22.42311,70.56102
50815.00000,35.93831,59.51510
50825.00000,43.10712,69.70850
50835.00000,29.45864,64.17976
50845.00000,32.82189,72.00608
50855.00000,45.69169,73.18835
50865.00000,32.04183,80.01327
50875.00000,25.03917,70.63374
50885.00000,33.37334,76.09569
50895.00000,49.16566,85.11390
50905.00000,31.73615,87.01566
50915.00000,39.90384,74.99827
50925.00000,33.88486,71.35151
50935.00000,34.91259,77.70487
50945.00000,40.12988,75.18725
50955.00000,51.91669,82.69787
50965.00000,34.14657,79.22400
50975.00000,23.83462,64.84421
50985.00000,46.32203,60.71828
50995.00000,46.95207,69.71873
51005.00000,33.62955,62.61899
51015.00000,44.75275,73.50632
51025.00000,32.27696,63.72680
51035.00000,29.31184,67.87561
51045.00000,41.20436,74.63904
51055.00000,39.44200,93.98792
51065.00000,43.52885,78.57068
51075.00000,50.60372,104.10212
51085.00000,30.15393,53.75473
51095.00000,40.43430,72.01569
51105.00000,37.28180,73.91245
51115.00000,40.16530,67.72176
51125.00000,38.76718,80.54093
51135.00000,34.21240,82.49916
51145.00000,27.09096,66.08524
51155.00000,40.08284,72.43954
51165.00000,36.91872,67.43523
51175.00000,38.16526,74.66847
51185.00000,40.06092,86.64120
51195.00000,31.83815,62.33872
51205.00000,31.42521,68.81553
51215.00000,38.78648,110.68423
51225.00000,41.94477,75.93838
51235.00000,29.98391,59.37070
51245.00000,29.61432,64.13729
51255.00000,35.21074,66.09856
51265.00000,38.35404,65.49091
51275.00000,39.95903,74.95417
51285.00000,35.94137,69.12224
51295.00000,35.79931,62.48523
51305.00000,43.10569,59.49798
51315.00000,38.88872,65.07863
51325.00000,41.97499,71.99178
51335.00000,28.55032,58.97093
51345.00000,32.87004,59.97797
51355.00000,25.78158,50.11806
51365.00000,40.90672,56.71379
51375.00000,52.50567,64.00272
51385.00000,31.13588,52.63402
51395.00000,37.55142,58.23894
51405.00000,25.50680,56.01260
51415.00000,35.22143,59.95238
51425.00000,47.47796,72.26079
51435.00000,31.69398,55.47776
51445.00000,39.95857,63.09021
51455.00000,36.92651,63.14475
51465.00000,51.35184,74.21834
51475.00000,55.58748,76.01355
51485.00000,34.32902,67.07440
51495.00000,42.54759,73.02526
51505.00000,21.22894,69.43624
51515.00000,33.11213,75.40535
51525.00000,37.63734,62.99898
51535.00000,34.30403,73.79807
51545.00000,46.01777,70.05839
51555.00000,44.27807,89.71369
51565.00000,34.87343,66.37538
51575.00000,33.93454,64.05380
51585.00000,29.02311,58.25355
51595.00000,29.89072,44.39753
51605.00000,32.78193,43.28036
51615.00000,22.76653,39.13727
51625.00000,25.02050,46.26427
51635.00000,32.56953,40.58555
51645.00000,39.15881,49.00822
51655.00000,26.38744,43.70141
51665.00000,28.72005,42.64350
51675.00000,23.66907,42.12980
51685.00000,26.51920,41.94924
51695.00000,20.54303,42.92534
51705.00000,20.88514,39.48379
51715.00000,27.39922,48.55813
51725.00000,25.38216,49.46691
51735.00000,25.22994,47.19929
51745.00000,28.71479,46.09624
51755.00000,31.43729,51.25748
51765.00000,25.16206,46.58358
51775.00000,28.78592,51.66284
51785.00000,26.80647,46.46952
51795.00000,26.18526,59.95269
51805.00000,23.08407,41.49209
51815.00000,32.35699,47.61429
51825.00000,31.84650,46.17753
51835.00000,24.09496,45.61462
51845.00000,33.04749,47.28691
51855.00000,25.79481,48.05462
51865.00000,29.18651,46.32338
51875.00000,28.20004,43.24576
51885.00000,26.33464,44.60690
51895.00000,22.80000,41.35074
51905.00000,35.28266,52.69406
51915.00000,28.75324,44.25389
51925.00000,20.78899,41.71827
51935.00000,22.25964,49.98015
51945.00000,20.13189,50.92195
51955.00000,28.37391,49.61526
51965.00000,39.32751,50.13698
51975.00000,34.54051,49.27697
51985.00000,33.07389,61.13312
51995.00000,31.42043,52.30460
52005.00000,41.01629,68.80248
52015.00000,39.25988,54.38580
52025.00000,33.08132,53.31045
52035.00000,22.50514,42.52597
52045.00000,33.07996,41.50220
52055.00000,30.94296,50.62881
52065.00000,23.88613,49.54304
52075.00000,29.07602,48.61908
52085.00000,30.34323,59.35912
52095.00000,28.26037,66.65607
52105.00000,28.37116,50.68815
52115.00000,22.36763,51.88254
52125.00000,29.37799,55.62274
52135.00000,27.88411,64.56599
52145.00000,33.69423,72.88377
52155.00000,27.59719,59.03430
52165.00000,35.98539,55.95236
52175.00000,27.90274,53.77720
52185.00000,28.50171,58.07282
52195.00000,49.47919,58.77897
52205.00000,23.48295,48.60604
52215.00000,36.33373,51.88100
52225.00000,28.39134,51.10757
52235.00000,35.21748,70.48286
52245.00000,26.04375,71.83483
52255.00000,30.25757,71.94172
52265.00000,27.88855,49.36004
52275.00000,30.05367,42.12570
52285.00000,29.76123,46.07089
52295.00000,29.49742,43.74756
52305.00000,17.82703,43.47684
52315.00000,35.24191,50.26611
52325.00000,27.98491,42.78004
52335.00000,26.89880,50.70245
52345.00000,27.10047,50.94216
52355.00000,26.95527,58.52363
52365.00000,23.68340,38.20573
52375.00000,26.47169,49.76907
52385.00000,32.87444,46.64061
52395.00000,21.69530,44.90207
52405.00000,26.64273,47.49506
52415.00000,26.59674,56.21400
52425.00000,22.23576,50.55701
52435.00000,22.80489,49.05939
52445.00000,30.02707,48.33175
52455.00000,31.30972,43.76844
52465.00000,26.76078,45.37724
52475.00000,29.67433,63.26232
52485.00000,27.64908,54.40718
52495.00000,20.63717,47.41012
52505.00000,29.07292,47.20172
52515.00000,21.89148,45.06017
52525.00000,26.13030,42.13956
52535.00000,32.14305,50.90416
52545.00000,27.99058,40.62005
52555.00000,28.75695,50.80023
52565.00000,22.62001,44.69756
52575.00000,27.26314,42.43699
52585.00000,26.18929,39.35725
52595.00000,28.38521,48.55648
52605.00000,36.39827,49.23947
52615.00000,28.39235,47.05421
52625.00000,23.02059,47.16165
52635.00000,34.39643,45.73991
52645.00000,24.98595,41.73715
52655.00000,28.91991,46.23846
52665.00000,39.07896,46.35122
52675.00000,32.08480,44.34090
52685.00000,35.05604,36.67816
52695.00000,22.59625,43.93886
52705.00000,24.38141,46.66419
52715.00000,25.66917,44.14453
52725.00000,26.29655,46.09453
52735.00000,30.92853,57.57753
52745.00000,25.73368,43.86554
52755.00000,26.59372,47.09599
52765.00000,23.20054,48.39767
52775.00000,22.33044,45.81247
52785.00000,23.94851,49.44046
52795.00000,28.90633,44.53283
52805.00000,20.36362,42.55562
52815.00000,40.55698,50.77241
52825.00000,26.58985,41.45073
52835.00000,28.92358,52.22305
52845.00000,21.50301,40.28003
52855.00000,27.73998,44.66371
52865.00000,27.17834,45.64952
52875.00000,24.08450,41.66185
52885.00000,25.50402,43.29585
52895.00000,26.48479,45.52897
52905.00000,24.17172,39.65111
52915.00000,27.90388,42.13637
52925.00000,40.25348,47.74608
52935.00000,33.28731,42.63077
52945.00000,28.11574,42.98420
52955.00000,25.88771,46.66795
52965.00000,20.77668,42.92428
52975.00000,35.39236,55.40110
52985.00000,22.56242,42.22918
52995.00000,28.17732,41.79314
53005.00000,26.00409,43.61620
53015.00000,31.94572,51.24355
53025.00000,31.16128,51.20436
53035.00000,24.11705,39.59704
53045.00000,23.81333,38.18788
53055.00000,35.83356,59.16719
53065.00000,27.90776,41.79078
53075.00000,32.81040,36.43890
53085.00000,36.49225,40.96872
53095.00000,31.09223,61.46938
53105.00000,36.83188,49.22677
53115.00000,34.40155,52.60892
53125.00000,27.85560,37.28857
53135.00000,16.64509,26.88986
53145.00000,25.22541,34.47729
53155.00000,27.22161,46.11638
53165.00000,27.70805,33.47915
53175.00000,21.76372,40.86431
53185.00000,29.43260,42.89905
53195.00000,35.72450,34.66684
53205.00000,26.99873,65.70162
53215.00000,30.70577,48.13413
53225.00000,27.11797,37.45317
53235.00000,26.58714,32.36371
53245.00000,27.68953,37.89105
53255.00000,34.17260,48.38905
53265.00000,18.93444,43.90525
53275.00000,32.04238,48.05294
53285.00000,25.64161,40.57891
53295.00000,26.93413,42.50425
53305.00000,34.49723,55.72344
53315.00000,28.02693,45.88359
53325.00000,28.73410,39.10516
53335.00000,34.39077,51.82192
53345.00000,29.20657,38.27822
53355.00000,21.97261,53.81244
53365.00000,28.19392,37.68428
53375.00000,24.94482,38.61527
53385.00000,25.11163,40.36883
53395.00000,24.22230,38.43689
53405.00000,17.65793,31.95997
53415.00000,21.56333,41.93193
53425.00000,20.33853,50.60332
53435.00000,26.03843,39.01163
53445.00000,21.91696,35.73087
53455.00000,21.72587,35.71695
53465.00000,24.80119,39.72163
53475.00000,19.89523,39.34131
53485.00000,14.39849,39.17090
53495.00000,24.42896,43.04021
53505.00000,28.29005,39.73993
53515.00000,24.52227,41.37450
53525.00000,21.41222,37.52710
53535.00000,36.26813,41.80447
53545.00000,24.84674,36.34208
53555.00000,29.49009,44.52704
53565.00000,32.53750,54.96020
53575.00000,25.11683,39.60065
53585.00000,26.59240,39.87358
53595.00000,29.21112,47.93739
53605.00000,35.11978,49.06636
53615.00000,25.90773,46.02641
53625.00000,23.17503,36.53546
53635.00000,31.58636,46.94747
53645.00000,35.28021,43.91113
53655.00000,25.55802,39.85155
53665.00000,27.67948,49.30211
53675.00000,33.00411,44.84463
53685.00000,34.57613,47.24808
