# Decadal averaged CFA, water isotope and layerthickness data for NGRIP
# 
# Columns:
# Age_BP : Age of the middle of the sampling interval in years BP on the GICC05 age scale for NGRIP (see reference)
# Na : Concentration of Na+ ions in (ng/g), measured by continuous flow analysis
# Ca : Concentration of Ca++ ions in (ng/g), measured by continuous flow analysis
# lt : Annual layerthickness in (m) as calculated from the age model (see reference)
# d18O : Water isotopic composition in permille relative to VSMOW (see references)
#
# For age model see:
# Svensson, Anders, K K Andersen, Matthias Bigler, H B Clausen, Dorthe Dahl-Jensen, S M Davies, Sigfus J Johnsen, et al. 2008. “A 60 000 Year Greenland Stratigraphic Ice Core Chronology.” Climate of the Past 4 (1): 47–57. doi:10.5194/cp-4-47-2008.
# 
# For water isotope data see:
# NGRIP members. 2004. “High-Resolution Record of Northern Hemisphere Climate Extending into the Last Interglacial Period.” Nature 431 (7005): 147–51. doi:10.1038/nature02805.
# Gkinis, V, S B Simonsen, S L Buchardt, James W C White, and Bo M Vinther. 2014. “Water Isotope Diffusion Rates from the NorthGRIP Ice Core for the Last 16,000 Years - Glaciological and Paleoclimatic Implications.” Earth and Planetary Science Letters 405 (C). 132–41. doi:10.1016/j.epsl.2014.08.022.
#

Age_BP,Na,Ca,lt,d18O
14295.00000,24.51596,24.55791,0.04960,-36.72600
14305.00000,27.14730,26.89637,0.04990,-36.84900
14315.00000,29.13112,27.79600,0.04780,-36.45300
14325.00000,32.79824,33.42343,0.04870,-38.60600
14335.00000,34.52372,28.69839,0.04680,-36.97000
14345.00000,31.35465,31.38794,0.04940,-35.23800
14355.00000,31.46404,34.44491,0.04640,-36.78556
14365.00000,29.41783,29.70913,0.04920,-37.34000
14375.00000,26.61247,31.59736,0.04050,-37.10875
14385.00000,26.82212,30.40309,0.05600,-37.56909
14395.00000,33.88911,27.85829,0.04990,-36.76700
14405.00000,37.85379,32.55858,0.05580,-37.26000
14415.00000,33.62606,32.35484,0.05490,-37.45091
14425.00000,30.76830,25.61247,0.05190,-36.36091
14435.00000,42.38510,32.17030,0.04480,-36.25222
14445.00000,35.29776,28.60567,0.03880,-36.06714
14455.00000,30.34173,36.75834,0.05310,-36.80455
14465.00000,33.61696,34.04305,0.05480,-35.27000
14475.00000,32.66852,32.04487,0.05590,-36.67182
14485.00000,27.42146,21.27076,0.05290,-35.64000
14495.00000,32.78902,28.87191,0.05380,-36.17200
14505.00000,33.64194,26.27637,0.05710,-36.20500
14515.00000,24.30463,25.66047,0.05830,-36.60667
14525.00000,35.39906,27.98511,0.05620,-37.28727
14535.00000,35.88136,25.21456,0.05380,-35.78818
14545.00000,40.87452,26.44798,0.05160,-35.96600
14555.00000,39.61194,36.06997,0.04440,-36.13667
14565.00000,42.84453,31.06248,0.04380,-37.38000
14575.00000,41.41369,35.38079,0.05520,-36.75364
14585.00000,49.93233,40.14403,0.03680,-38.83857
14595.00000,40.06278,34.93913,0.05060,-37.55900
14605.00000,46.48439,32.05354,0.04810,-37.56000
14615.00000,55.08301,35.68322,0.04200,-37.28375
14625.00000,65.72185,61.40497,0.04380,-38.39667
14635.00000,55.70537,74.35248,0.04020,-38.99375
14645.00000,78.30966,120.25858,0.03220,-43.25833
14655.00000,73.08111,132.15977,0.02460,-41.92800
14665.00000,72.08748,117.19087,0.02420,-41.82800
14675.00000,94.44169,149.89677,0.02990,-42.51833
14685.00000,66.69200,154.41093,0.02860,-42.39000
14695.00000,60.93263,122.27940,0.02930,-41.45667
14705.00000,53.19974,163.91180,0.02330,-39.77500
14715.00000,59.26308,181.26273,0.02960,-40.02500
14725.00000,77.46137,172.79314,0.02960,-41.83167
14735.00000,90.96998,151.01778,0.02930,-41.66000
14745.00000,51.01697,133.35543,0.03020,-38.25500
14755.00000,64.61516,143.54838,0.03210,-40.06500
14765.00000,57.51584,150.04852,0.02860,-41.46500
14775.00000,66.59657,158.33297,0.02270,-42.83400
14785.00000,81.78317,160.15859,0.02870,-42.12200
14795.00000,50.84443,141.47733,0.02790,-39.86333
14805.00000,70.47646,195.34286,0.02810,-41.88000
14815.00000,69.98962,192.23919,0.02760,-42.00600
14825.00000,83.42054,167.75990,0.02430,-39.83600
14835.00000,63.20793,159.56401,0.02530,-38.79200
14845.00000,72.66158,210.57999,0.02610,-41.92600
14855.00000,73.92515,175.03123,0.02490,-41.00800
14865.00000,53.65186,156.59706,0.02630,-42.45000
14875.00000,84.07685,190.10755,0.02060,-41.62250
14885.00000,81.55971,183.37519,0.02560,-40.90600
14895.00000,62.64125,156.70693,0.02190,-43.06250
14905.00000,66.20712,182.34161,0.02470,-40.58400
14915.00000,57.00810,200.38563,0.02280,-41.98800
14925.00000,48.80479,150.68841,0.02400,-39.57500
14935.00000,61.14871,174.63483,0.02600,-42.48500
14945.00000,98.77213,267.78281,0.02660,-42.84000
14955.00000,107.17353,324.39486,0.02520,-44.20400
14965.00000,57.72283,209.34223,0.02380,-40.68000
14975.00000,67.95939,202.87900,0.02010,-41.83500
14985.00000,68.75287,167.22956,0.02040,-40.92500
14995.00000,58.83851,170.50614,0.02180,-44.04750
15005.00000,58.73013,191.47664,0.02410,-42.48200
15015.00000,62.33467,207.21213,0.02480,-40.60000
15025.00000,55.74923,176.67783,0.02360,-39.56800
15035.00000,56.84214,206.19058,0.02050,-43.88250
15045.00000,86.50483,233.32063,0.02570,-43.39600
15055.00000,72.80243,286.16851,0.02220,-41.95000
15065.00000,71.95975,199.56523,0.02010,-43.40250
15075.00000,41.21692,147.80408,0.02220,-40.72200
15085.00000,58.96239,200.21363,0.02050,-38.75250
15095.00000,81.78427,206.57776,0.01930,-44.23500
15105.00000,79.55454,189.98159,0.02260,-41.17250
15115.00000,59.12011,182.64617,0.02200,-41.79200
15125.00000,85.72379,194.92547,0.02270,-44.49750
15135.00000,77.07435,233.86159,0.02360,-42.91600
15145.00000,77.39344,239.55209,0.02380,-41.08800
15155.00000,54.48252,186.78231,0.02170,-40.06750
15165.00000,72.07435,263.03756,0.02020,-40.93000
15175.00000,60.42075,244.00345,0.02140,-42.30750
15185.00000,77.03795,247.79752,0.02360,-44.69600
15195.00000,58.08933,236.96687,0.02670,-40.13667
15205.00000,52.25444,183.77717,0.02140,-41.85750
15215.00000,103.07251,212.47185,0.02460,-44.68400
15225.00000,96.37812,229.84030,0.02090,-44.79250
15235.00000,77.65406,220.62973,0.02500,-42.58400
15245.00000,77.72884,304.04469,0.02630,-41.37600
15255.00000,72.00396,174.63363,0.02390,-39.91600
15265.00000,83.46951,189.03452,0.02380,-42.92200
15275.00000,67.55094,149.50516,0.02350,-43.02250
15285.00000,59.97673,160.48876,0.02170,-40.67800
15295.00000,56.37651,145.25122,0.02470,-40.11000
15305.00000,68.12862,157.36815,0.02070,-42.10500
15315.00000,64.07327,167.77121,0.02030,-38.96750
15325.00000,90.40218,189.35335,0.02260,-42.09500
15335.00000,59.75511,189.02663,0.02280,-40.68000
15345.00000,65.63685,177.42659,0.02440,-38.60600
15355.00000,86.32523,175.48432,0.02440,-43.36600
15365.00000,81.91802,223.95657,0.02230,-44.52500
15375.00000,62.29804,226.54721,0.02230,-42.13400
15385.00000,64.04997,186.63376,0.02210,-42.83000
15395.00000,70.63879,218.74694,0.02170,-42.65250
15405.00000,,,0.02280,-42.87000
15415.00000,59.22760,151.37832,0.02530,-40.06200
15425.00000,86.28423,209.14541,0.02470,-43.18000
15435.00000,59.18712,176.83457,0.02480,-42.11000
15445.00000,63.51545,236.72619,0.02250,-41.70750
15455.00000,91.38781,234.20039,0.02280,-44.63000
15465.00000,45.69486,148.78712,0.02330,-42.04800
15475.00000,66.59359,160.37411,0.02310,-42.61750
15485.00000,58.87867,148.56564,0.02280,-41.06800
15495.00000,115.01383,173.51337,0.02010,-43.60000
15505.00000,71.46459,171.31336,0.02370,-43.60800
15515.00000,75.57520,194.18839,0.02120,-44.46500
15525.00000,88.78982,245.19649,0.02180,-44.88000
15535.00000,69.83105,184.22503,0.01910,-40.61750
15545.00000,70.37917,195.84736,0.02160,-43.96500
15555.00000,82.57128,195.02034,0.02380,-43.18600
15565.00000,50.65030,151.75879,0.01880,-40.98250
15575.00000,74.70930,153.33304,0.02100,-42.34250
15585.00000,69.44513,175.16584,0.02610,-41.60600
15595.00000,85.49736,202.11448,0.02070,-42.54500
15605.00000,70.76197,226.86052,0.01960,-42.01000
15615.00000,87.03182,241.28797,0.01940,-40.39000
15625.00000,73.13083,249.13700,0.02230,-40.31400
15635.00000,71.41632,205.17496,0.02410,-42.74000
15645.00000,100.98164,243.49363,0.01640,-44.41500
15655.00000,75.10761,182.43988,0.02120,-43.41500
15665.00000,69.24239,168.94277,0.02080,-43.27750
15675.00000,72.24573,166.25032,0.02190,-43.64800
15685.00000,73.17574,191.91556,0.02040,-45.46750
15695.00000,64.06636,170.92111,0.02210,-43.94750
15705.00000,60.56589,231.17406,0.01870,-41.27250
15715.00000,91.65856,282.89112,0.02150,-43.19250
15725.00000,91.98958,255.90132,0.01840,-45.90000
15735.00000,64.46868,186.08589,0.01860,-43.66333
15745.00000,58.68416,194.02888,0.02010,-43.40500
15755.00000,67.19582,202.32506,0.02160,-40.96800
15765.00000,54.24996,190.56644,0.02480,-39.66000
15775.00000,59.00704,175.89436,0.02310,-41.65250
15785.00000,76.50631,202.15088,0.02170,-41.90600
15795.00000,73.06420,228.18418,0.02300,-39.74000
15805.00000,87.98675,220.00186,0.02440,-42.03400
15815.00000,46.95129,127.71844,0.02680,-40.33833
15825.00000,75.61028,189.93187,0.02650,-41.39800
15835.00000,75.39415,239.03200,0.02130,-42.46500
15845.00000,88.80907,246.76605,0.02230,-44.29600
15855.00000,89.68697,288.26929,0.02090,-42.55000
15865.00000,60.38889,203.93654,0.02150,-42.93750
15875.00000,57.39062,151.49744,0.02130,-41.80750
15885.00000,73.93036,213.75370,0.02400,-41.13600
15895.00000,52.10564,183.60599,0.02450,-39.91800
15905.00000,74.04317,208.66875,0.02450,-41.03200
15915.00000,92.24396,300.32217,0.02170,-42.19250
15925.00000,86.78434,244.63585,0.02230,-41.13000
15935.00000,57.73421,246.45930,0.02430,-41.11000
15945.00000,91.92167,330.09924,0.02510,-43.83600
15955.00000,77.77739,251.89313,0.02070,-42.02250
15965.00000,61.35807,243.79249,0.02340,-41.72000
15975.00000,60.54340,212.43126,0.02620,-41.29500
15985.00000,66.22767,212.87931,0.02510,-41.27400
15995.00000,86.04336,290.77334,0.02050,-39.57750
16005.00000,76.14250,246.97273,0.02430,-42.93800
16015.00000,75.34135,238.49088,0.02130,-42.71250
16025.00000,92.87029,283.61185,0.02520,-43.61200
16035.00000,90.42596,336.34129,0.01880,-44.90250
16045.00000,75.91908,299.24941,0.02270,-45.17750
16055.00000,63.18862,242.50228,0.02520,-42.19200
16065.00000,93.68163,286.39086,0.01970,-44.53250
16075.00000,63.70291,217.31900,0.02390,-38.97600
16085.00000,69.58429,329.97917,0.02070,-41.82750
16095.00000,66.23457,279.66567,0.02160,-43.01750
16105.00000,86.45528,304.35249,0.02030,-43.65000
16115.00000,74.80468,360.69255,0.02320,-42.00500
16125.00000,80.12321,262.09931,0.02180,-42.02000
16135.00000,86.54874,251.73535,0.02240,-42.42500
16145.00000,92.88093,344.30872,0.02290,-42.06200
16155.00000,96.04743,,0.02240,-44.30250
16165.00000,65.67044,187.16263,0.02510,-43.36600
16175.00000,61.40954,220.91828,0.02130,-39.58500
16185.00000,64.52031,253.88148,0.02130,-40.00600
16195.00000,61.14636,205.63958,0.01980,-42.51000
16205.00000,62.46715,238.73876,0.02070,-42.92500
16215.00000,89.64582,284.33758,0.02300,-42.40000
16225.00000,77.00794,312.16823,0.02180,-40.90000
16235.00000,72.93576,233.13826,0.02000,-40.07750
16245.00000,75.07377,199.97352,0.02260,-42.13000
16255.00000,75.52109,188.74041,0.02210,-42.81400
16265.00000,59.59231,235.03498,0.02120,-40.93000
16275.00000,95.46454,255.42050,0.01910,-42.66000
16285.00000,74.47535,253.19709,0.02350,-42.22250
16295.00000,70.53371,190.24757,0.02330,-40.57000
16305.00000,124.87175,250.57033,0.02410,-44.05800
16315.00000,81.32472,318.07164,0.01980,-40.13750
16325.00000,49.82566,197.10670,0.02910,-39.94000
16335.00000,90.80056,333.92053,0.02810,-43.25000
16345.00000,90.71747,265.03084,0.01780,-41.37750
16355.00000,98.71319,244.57253,0.02520,-42.17800
16365.00000,76.25138,217.55175,0.02370,-41.57000
16375.00000,86.29292,270.25292,0.02060,-41.22250
16385.00000,63.08375,269.15664,0.02360,-40.00500
16395.00000,79.57366,281.07032,0.03000,-41.62833
16405.00000,78.42954,328.11048,0.01900,-44.19000
16415.00000,106.48894,303.13567,0.02310,-42.36000
16425.00000,75.17465,251.86094,0.02400,-39.63200
16435.00000,50.29807,266.44200,0.02350,-40.56500
16445.00000,63.52888,354.74826,0.02070,-42.19500
16455.00000,74.95459,236.15811,0.02240,-39.28600
16465.00000,39.67277,170.26608,0.02170,-36.98500
16475.00000,65.81179,243.79851,0.02530,-39.34600
16485.00000,70.26356,235.83541,0.02370,-41.70200
16495.00000,84.51492,269.80296,0.02550,-42.55200
16505.00000,138.41160,274.59855,0.01680,-40.55750
16515.00000,,341.19068,0.01820,-42.89000
16525.00000,84.65385,339.49258,0.02100,-40.39250
16535.00000,70.69472,218.39924,0.02320,-41.40000
16545.00000,95.66593,371.18110,0.02200,-39.59750
16555.00000,96.59519,357.78563,0.02220,-43.88200
16565.00000,59.64175,223.06028,0.02290,-41.40750
16575.00000,68.20047,240.68309,0.03030,-43.71714
16585.00000,98.37945,353.66688,0.02310,-40.95250
16595.00000,46.15052,269.76906,0.02230,-39.65400
16605.00000,69.07125,209.30670,0.02860,-42.16600
16615.00000,82.88178,283.61062,0.02450,-41.55000
16625.00000,84.75894,266.35644,0.02620,-41.54200
16635.00000,54.72857,279.12860,0.02080,-40.23200
16645.00000,86.94326,314.40416,0.02400,-41.18000
16655.00000,101.91241,356.98255,0.02380,-42.66600
16665.00000,122.79524,273.72903,0.02280,-42.60800
16675.00000,56.97763,244.58894,0.02190,-37.57250
16685.00000,55.73954,200.26701,0.02170,-40.69000
16695.00000,93.07320,318.99227,0.02340,-41.24000
16705.00000,55.16232,317.03383,0.02310,-40.04600
16715.00000,89.17935,361.68294,0.02330,-43.42750
16725.00000,67.68386,280.25037,0.02280,-40.68800
16735.00000,65.07128,232.09015,0.02350,-41.49200
16745.00000,77.15234,288.99897,0.02620,-40.29000
16755.00000,63.92219,235.24951,0.02320,-37.92000
16765.00000,77.02244,281.77476,0.02050,-41.58000
16775.00000,59.11877,303.19199,0.02630,-39.87200
16785.00000,77.09423,229.49297,0.02670,-40.94200
16795.00000,59.88159,222.73445,0.02110,-39.36250
16805.00000,68.83450,194.80418,0.02700,-39.24667
16815.00000,67.66443,228.08362,0.02270,-41.11750
16825.00000,64.80017,269.92156,0.02170,-40.34600
16835.00000,56.54993,240.10104,0.02380,-40.48200
16845.00000,79.07551,342.56343,0.01850,-39.58000
16855.00000,68.45931,242.27839,0.02130,-41.07000
16865.00000,96.35509,300.54059,0.02260,-43.02400
16875.00000,87.33599,311.82491,0.01860,-40.93500
16885.00000,69.16326,338.72832,0.02010,-42.35250
16895.00000,101.62630,312.35336,0.02210,-41.90500
16905.00000,85.92568,298.42252,0.02280,-42.45200
16915.00000,90.89400,325.34712,0.02350,-41.40500
16925.00000,80.42075,325.22350,0.01930,-39.53750
16935.00000,75.31781,279.91196,0.02170,-41.13800
16945.00000,98.43260,379.12930,0.02600,-43.03800
16955.00000,93.19861,291.41605,0.02220,-40.72000
16965.00000,79.09155,218.43135,0.02570,-40.04200
16975.00000,78.15479,264.16959,0.02070,-42.03600
16985.00000,116.47979,302.51117,0.02400,-42.46750
16995.00000,81.08462,219.85651,0.02090,-40.66800
17005.00000,87.55585,320.67370,0.02890,-39.44200
17015.00000,79.99620,284.88669,0.02500,-39.89000
17025.00000,74.79471,246.82136,0.02250,-39.42000
17035.00000,74.77306,237.12508,0.02260,-38.92000
17045.00000,73.95145,273.20870,0.02240,-39.02000
17055.00000,94.43478,340.74200,0.02810,-42.24600
17065.00000,87.24085,248.87983,0.02450,-42.93400
17075.00000,52.19571,300.47451,0.02620,-39.47667
17085.00000,70.36233,242.04259,0.02090,-39.27250
17095.00000,49.59998,206.03384,0.02530,-40.27200
17105.00000,63.77472,261.94848,0.02670,-41.13400
17115.00000,60.31646,216.82503,0.02180,-40.47200
17125.00000,75.51147,282.75360,0.02110,-39.91500
17135.00000,73.46074,382.85230,0.02350,-41.16250
17145.00000,64.67589,254.03920,0.02560,-40.63000
17155.00000,106.11915,389.10444,0.02400,-39.64250
17165.00000,82.63658,322.88921,0.02360,-40.54200
17175.00000,103.95552,318.97774,0.02370,-41.99400
17185.00000,75.32494,227.16529,0.02630,-40.44600
17195.00000,105.98954,340.20911,0.02000,-42.80000
17205.00000,107.79076,290.72671,0.02020,-41.49750
17215.00000,165.89952,232.54336,0.01940,-41.21250
17225.00000,47.68677,271.83765,0.02160,-38.22500
17235.00000,60.04774,240.17171,0.01860,-39.14000
17245.00000,55.58296,267.32470,0.02620,-40.49800
17255.00000,70.35593,379.97087,0.02260,-41.96400
17265.00000,75.48507,339.71378,0.02200,-40.88000
17275.00000,87.55640,331.03461,0.01980,-40.13500
17285.00000,104.87411,402.55375,0.02080,-41.29250
17295.00000,52.81734,253.12302,0.02130,-40.49400
17305.00000,80.34771,309.68134,0.02230,-40.88250
17315.00000,101.10624,340.63041,0.02180,-40.17250
17325.00000,76.21646,323.03954,0.03150,-39.78286
17335.00000,117.38357,382.30753,0.02450,-41.79000
17345.00000,56.06370,386.91100,0.02010,-40.44000
17355.00000,114.12432,409.21800,0.02540,-42.78400
17365.00000,95.02024,397.74563,0.02220,-43.72750
17375.00000,95.16895,395.84345,0.02060,-42.90750
17385.00000,72.36601,419.15633,0.02000,-41.61000
17395.00000,76.19018,270.41378,0.02260,-41.19200
17405.00000,88.61968,320.43813,0.02370,-41.72000
17415.00000,74.01886,360.73707,0.02420,-40.96000
17425.00000,84.31599,353.69330,0.02000,-40.58500
17435.00000,71.17284,294.82722,0.02490,-39.84600
17445.00000,80.26715,274.88581,0.02050,-41.89250
17455.00000,105.86611,365.54948,0.02160,-42.46600
17465.00000,83.40720,260.35132,0.01830,-39.70333
17475.00000,95.97876,273.24498,0.02480,-41.98400
17485.00000,67.53555,283.19528,0.01830,-40.09000
17495.00000,86.76638,335.64627,0.01840,-39.60250
17505.00000,57.40814,206.96196,0.02340,-38.12000
17515.00000,88.66786,260.73487,0.02100,-41.50800
17525.00000,68.48656,188.78628,0.01940,-38.68000
17535.00000,88.94638,271.99900,0.02350,-42.08600
17545.00000,98.35946,222.34360,0.02200,-41.28800
17555.00000,56.77643,228.65683,0.02440,-37.88000
17565.00000,79.95596,321.58735,0.02230,-40.83600
17575.00000,63.58633,192.83800,0.02590,-39.34400
17585.00000,75.17301,252.61935,0.02270,-40.11000
17595.00000,71.20399,212.60975,0.02320,-39.15500
17605.00000,107.16501,251.65660,0.02440,-42.45400
17615.00000,82.50674,175.57146,0.02820,-39.26167
17625.00000,58.64547,175.78529,0.02650,-40.92000
17635.00000,55.81451,153.72636,0.02480,-41.15600
17645.00000,70.83378,210.42929,0.02330,-40.31000
17655.00000,68.53598,258.55995,0.01910,-42.68500
17665.00000,103.72514,244.30706,0.01910,-42.85667
17675.00000,87.39017,180.99968,0.02320,-42.25400
17685.00000,77.81976,174.09490,0.01930,-40.26500
17695.00000,78.91346,162.46109,0.01960,-40.47000
17705.00000,75.72083,207.45985,0.02330,-42.01000
17715.00000,72.78747,244.04150,0.02160,-40.99800
17725.00000,55.73633,133.85516,0.02370,-41.08500
17735.00000,85.06411,145.74964,0.02360,-41.77000
17745.00000,85.14421,142.33501,0.02290,-39.84800
17755.00000,62.20066,129.60030,0.02950,-37.86167
17765.00000,58.89056,124.02465,0.02380,-40.49000
17775.00000,68.84213,137.75332,0.02650,-40.22500
17785.00000,104.06124,262.23264,0.02490,-42.69000
17795.00000,97.04162,210.29243,0.02370,-41.71000
17805.00000,107.83274,300.97210,0.02330,-43.60800
17815.00000,87.85405,193.38418,0.02080,-42.49250
17825.00000,135.15580,230.27272,0.02080,-44.01250
17835.00000,87.39151,236.44841,0.02200,-40.95000
17845.00000,67.74299,239.23540,0.02500,-41.41000
17855.00000,92.48565,195.61715,0.02480,-40.98200
17865.00000,73.19397,210.38697,0.02470,-40.66600
17875.00000,125.85262,362.06043,0.02360,-43.46750
17885.00000,92.57413,305.84527,0.02420,-42.12600
17895.00000,87.34223,223.46982,0.02060,-41.82250
17905.00000,86.86808,194.52169,0.01980,-41.53250
17915.00000,93.43788,222.90674,0.02240,-43.33000
17925.00000,155.34653,310.19252,0.02050,-43.53750
17935.00000,67.22647,213.92126,0.02670,-41.99200
17945.00000,99.53781,349.92347,0.02180,-42.68200
17955.00000,103.44345,362.61131,0.02290,-44.39500
17965.00000,101.97692,251.07374,0.02020,-40.84750
17975.00000,,327.75361,0.02190,-42.41000
17985.00000,,260.06420,0.02150,-40.84000
17995.00000,,240.41529,0.01920,-39.48750
18005.00000,72.62247,247.55690,0.02300,-41.65750
18015.00000,108.87444,215.30294,0.02220,-43.76800
18025.00000,82.04878,158.85261,0.01760,-40.92333
18035.00000,107.73148,277.82591,0.02160,-42.93000
18045.00000,85.81349,178.27128,0.02070,-42.71250
18055.00000,102.35001,256.59572,0.02570,-42.26200
18065.00000,79.99248,205.13138,0.02430,-44.12800
18075.00000,126.18247,220.92333,0.02270,-42.82500
18085.00000,88.76469,189.86475,0.02770,-42.44000
18095.00000,51.78510,152.41690,0.02280,-39.95500
18105.00000,81.45750,255.57238,0.02530,-41.08333
18115.00000,79.82440,166.83881,0.02630,-40.37000
18125.00000,88.57780,187.47396,0.02450,-40.97200
18135.00000,95.67679,241.36164,0.02220,-40.84000
18145.00000,100.82995,229.18500,0.02650,-41.03600
18155.00000,83.70671,227.90368,0.02350,-42.34000
18165.00000,86.08206,284.42160,0.02550,-42.41400
18175.00000,90.17699,236.48340,0.02260,-41.92600
18185.00000,116.26956,226.07344,0.02410,-40.80600
18195.00000,75.20244,226.82688,0.02030,-40.83250
18205.00000,102.60474,248.67949,0.02380,-43.28750
18215.00000,111.06557,230.36992,0.01900,-44.33250
18225.00000,85.97510,228.60529,0.02110,-44.40500
18235.00000,89.14582,255.72437,0.02710,-41.62500
18245.00000,89.06277,216.84952,0.02420,-43.00000
18255.00000,92.31621,213.93621,0.02200,-40.27250
18265.00000,74.77140,176.58251,0.02680,-40.64000
18275.00000,82.73109,219.72837,0.02280,-41.60800
18285.00000,125.05527,305.56409,0.02080,-46.68250
18295.00000,94.31509,175.43328,0.02230,-41.47600
18305.00000,89.21346,160.92712,0.02220,-43.62000
18315.00000,117.94609,265.82418,0.02260,-44.31800
18325.00000,85.74060,228.42835,0.02020,-41.11250
18335.00000,95.22777,204.65947,0.01910,-41.24333
18345.00000,97.80062,236.55713,0.01890,-42.99500
18355.00000,66.11190,180.27144,0.01920,-40.61250
18365.00000,84.28960,159.42472,0.02000,-43.49000
18375.00000,87.12530,200.28981,0.02640,-42.32600
18385.00000,94.10788,164.32231,0.02240,-41.66200
18395.00000,105.10387,160.95346,0.01870,-42.59000
18405.00000,69.09799,149.20609,0.02140,-42.22750
18415.00000,92.21797,197.00843,0.02260,-42.90000
18425.00000,101.57357,186.99410,0.02100,-41.92200
18435.00000,58.33403,129.02527,0.02170,-39.51250
18445.00000,76.59059,187.21146,0.02190,-40.97500
18455.00000,102.23083,259.25555,0.02490,-42.95800
18465.00000,87.72292,169.36808,0.02310,-41.37400
18475.00000,62.55442,138.78243,0.02490,-41.55800
18485.00000,74.12588,148.75931,0.01900,-41.30750
18495.00000,52.24295,140.11705,0.02030,-39.88000
18505.00000,74.32457,144.43526,0.02270,-40.03000
18515.00000,82.60974,175.16150,0.02040,-40.39250
18525.00000,88.27789,195.87611,0.02250,-41.59600
18535.00000,95.94095,171.61167,0.01980,-43.73750
18545.00000,94.68507,206.27942,0.02460,-41.92400
18555.00000,68.06930,156.12511,0.02470,-40.45600
18565.00000,99.86770,203.65971,0.02580,-42.89400
18575.00000,69.24086,139.22981,0.01970,-38.57750
18585.00000,79.24948,228.35125,0.02420,-41.45200
18595.00000,89.09565,206.35382,0.02200,-41.97000
18605.00000,98.35288,170.01317,0.02400,-40.19000
18615.00000,81.93095,150.14796,0.02290,-38.44500
18625.00000,68.64570,200.74795,0.02450,-41.38200
18635.00000,91.75585,225.11853,0.02170,-41.51200
18645.00000,70.58275,202.61164,0.02310,-42.12750
18655.00000,91.79565,242.01323,0.02310,-41.11000
18665.00000,93.49028,183.52719,0.02150,-41.14250
18675.00000,96.13435,202.23690,0.02600,-40.62000
18685.00000,105.92999,227.13920,0.02280,-41.09400
18695.00000,118.13363,243.86544,0.02250,-43.68750
18705.00000,102.17806,206.04135,0.02370,-42.04200
18715.00000,80.94523,181.80813,0.02470,-41.86200
18725.00000,91.51486,164.12077,0.02050,-42.74750
18735.00000,99.09763,175.32456,0.02110,-43.08500
18745.00000,69.22907,166.86370,0.02090,-39.87200
18755.00000,88.68202,193.99779,0.02580,-38.89600
18765.00000,116.03204,208.14445,0.02470,-43.86200
18775.00000,69.08080,132.88182,0.02580,-39.62800
18785.00000,94.91496,243.55525,0.02300,-42.32500
18795.00000,86.42630,167.83013,0.02610,-42.58333
18805.00000,69.59172,143.87163,0.02490,-41.28200
18815.00000,67.24095,138.31735,0.02160,-39.57500
18825.00000,75.13993,188.61367,0.02170,-40.94000
18835.00000,90.08523,193.99952,0.02380,-41.04800
18845.00000,75.53516,183.35761,0.02030,-39.13000
18855.00000,88.58727,248.22414,0.02080,-41.88000
18865.00000,155.35012,400.69732,0.02270,-42.79000
18875.00000,86.10740,173.24921,0.02270,-41.91250
18885.00000,99.01040,243.52574,0.02250,-42.04000
18895.00000,90.80888,213.71157,0.02020,-40.17250
18905.00000,92.47289,221.24931,0.02050,-41.79250
18915.00000,81.85810,175.43923,0.02300,-42.80800
18925.00000,85.38087,172.03246,0.02310,-41.18250
18935.00000,90.23460,189.38499,0.02370,-40.82200
18945.00000,108.86853,271.61026,0.01860,-41.99750
18955.00000,101.30459,216.07574,0.02230,-42.13500
18965.00000,91.31874,200.17721,0.02090,-42.29250
18975.00000,63.82019,161.59444,0.02120,-38.46800
18985.00000,94.44245,183.87640,0.02150,-42.65250
18995.00000,89.20190,155.61287,0.02200,-41.34000
19005.00000,111.15905,192.18900,0.02280,-43.18600
19015.00000,79.96708,120.15201,0.02170,-41.26250
19025.00000,88.88334,148.30877,0.02460,-42.53600
19035.00000,100.86852,164.52202,0.02010,-43.84750
19045.00000,96.86941,205.29918,0.02300,-39.67600
19055.00000,93.46879,221.78025,0.01810,-41.08333
19065.00000,100.40281,255.13461,0.02410,-42.47800
19075.00000,53.74871,186.55220,0.02310,-41.54000
19085.00000,54.58551,213.56635,0.02620,-43.39600
19095.00000,67.58074,229.13004,0.01980,-42.13500
19105.00000,96.71523,368.60563,0.02070,-43.12500
19115.00000,55.77434,236.53236,0.02160,-42.86000
19125.00000,61.53282,185.42009,0.02520,-40.26800
19135.00000,117.50133,270.04909,0.02220,-43.14600
19145.00000,65.86067,222.94768,0.02440,-43.81600
19155.00000,65.26418,254.24982,0.02140,-43.29000
19165.00000,54.82630,204.44426,0.01710,-42.09333
19175.00000,59.47932,195.66065,0.02270,-39.59200
19185.00000,81.93091,277.38025,0.01960,-42.31500
19195.00000,63.17407,174.13124,0.02400,-41.79200
19205.00000,101.70656,234.66860,0.02070,-45.74250
19215.00000,101.12179,228.95476,0.02130,-40.86500
19225.00000,,162.10869,0.02390,-41.34800
19235.00000,,270.67819,0.02120,-42.14750
19245.00000,41.43920,201.82164,0.02070,-43.70750
